user_id,trip_frequency,avg_booking_value,destination_diversity,session_duration_min,search_count,advance_booking_days,cancellation_rate,loyalty_points,mobile_usage_pct,avg_trip_duration_days,repeat_destination_rate,account_age_days
VYG00523,2.2,19292.65,4.0,45.3,14,112.0,0.077,12968.0,0.323,21.0,0.878,937.0
VYG00524,3.0,46533.27,1.0,82.6,5,146.0,0.103,999999.0,0.247,21.0,0.526,1119.0
VYG00525,1.9,48177.91,6.0,97.9,5,70.0,,18494.0,0.044,19.0,0.857,482.0
VYG00526,1.2,74581.87,3.0,90.5,15,168.0,,9650.0,0.361,22.0,0.454,2231.0
VYG00527,1.2,13392.53,3.0,70.3,9,126.0,0.115,20590.0,0.142,14.0,0.692,922.0
VYG00528,1.3,30884.23,4.0,67.6,14,113.0,,13937.0,0.049,24.0,0.618,1372.0
VYG00529,2.2,16912.7,2.0,68.8,16,114.0,0.043,26354.0,0.53,15.0,0.53,1656.0
VYG00530,2.0,29754.83,3.0,68.1,13,113.0,0.008,13047.0,0.146,19.0,0.826,1388.0
VYG00531,1.8,23861.83,4.0,53.7,15,144.0,,14243.0,0.371,22.0,0.829,1452.0
VYG00532,1.4,59408.76,4.0,80.5,24,172.0,0.063,19697.0,0.162,21.0,0.817,1582.0
VYG00533,1.0,19229.84,3.0,63.1,4,209.0,,17799.0,0.488,13.0,0.582,1078.0
VYG00534,1.4,22650.55,2.0,77.9,15,110.0,,13294.0,0.141,17.0,0.437,1098.0
VYG00535,1.2,24867.37,4.0,82.3,8,100.0,0.2,16340.0,0.028,19.0,0.766,1630.0
VYG00536,1.7,82591.98,2.0,86.3,3,99.0,,15890.0,0.392,11.0,0.522,1745.0
VYG00537,1.5,10513.61,1.0,86.5,23,168.0,0.142,9929.0,0.134,10.0,0.627,1008.0
VYG00538,1.0,,1.0,99.0,15,,,23754.0,0.428,21.0,0.774,1598.0
VYG00539,2.3,24600.09,5.0,77.8,11,139.0,0.166,22089.0,0.225,19.0,0.531,1046.0
VYG00540,1.5,14272.46,4.0,85.8,15,99.0,0.072,19201.0,0.344,24.0,0.745,
VYG00541,1.3,30539.44,5.0,88.1,14,194.0,,21817.0,0.355,21.0,0.3,1120.0
VYG00542,2.1,57358.14,4.0,68.7,7,112.0,0.003,20496.0,0.37,17.0,0.654,1756.0
VYG00543,2.2,39213.56,3.0,56.8,14,159.0,0.057,23794.0,0.197,15.0,0.408,1827.0
VYG00544,2.0,59505.05,3.0,68.5,12,94.0,0.2,22554.0,0.0,16.0,0.534,1799.0
VYG00545,1.3,78535.12,2.0,65.3,23,146.0,,15254.0,0.276,22.0,0.491,1942.0
VYG00546,1.2,42442.66,3.0,90.4,9,134.0,,25294.0,0.337,18.0,0.304,2762.0
VYG00547,2.2,61040.26,3.0,76.0,18,100.0,0.006,24898.0,0.086,24.0,0.615,2048.0
VYG00548,1.4,48960.85,3.0,81.3,10,136.0,0.2,19560.0,0.338,23.0,0.71,1351.0
VYG00549,1.6,56206.58,2.0,56.6,9,77.0,0.082,11224.0,0.259,15.0,0.689,
VYG00550,2.5,27455.27,3.0,68.3,16,61.0,0.069,17691.0,0.275,17.0,0.434,2018.0
VYG00551,1.5,15503.21,2.0,86.7,20,123.0,,14713.0,0.28,25.0,0.411,923.0
VYG00552,1.9,42806.27,4.0,61.3,14,132.0,0.12,28972.0,0.255,15.0,0.896,1011.0
VYG00553 ,1.5,44849.98,5.0,60.5,9,183.0,,19301.0,0.0,12.0,0.723,1191.0
VYG00554,1.9,28722.21,3.0,70.4,12,86.0,0.017,18982.0,0.196,12.0,0.45,2053.0
VYG00555,1.4,19733.37,3.0,58.2,18,119.0,,19244.0,0.186,13.0,0.578,1139.0
VYG00556,1.6,25140.59,3.0,73.2,16,84.0,,21354.0,0.072,31.0,0.436,1516.0
VYG00557,1.0,12875.45,4.0,63.1,9,135.0,,14203.0,0.216,14.0,,
VYG00558,2.5,34116.88,4.0,66.0,11,127.0,0.005,9658.0,0.213,20.0,0.59,1478.0
VYG00559,2.1,40665.41,2.0,65.0,18,115.0,0.077,19926.0,0.231,13.0,0.518,1564.0
VYG00560,,78451.64,3.0,64.5,11,141.0,,24283.0,0.385,23.0,0.544,1163.0
VYG00561,1.2,25256.78,3.0,62.3,13,139.0,0.067,12414.0,0.256,23.0,0.812,1549.0
VYG00562,1.7,33075.93,,46.0,16,143.0,,14603.0,0.249,15.0,0.516,1391.0
VYG00563,1.0,24418.47,2.0,80.4,23,70.0,,24193.0,0.359,13.0,0.3,1491.0
VYG00564,1.0,27718.04,2.0,67.0,13,161.0,,20008.0,0.198,25.0,0.753,1834.0
VYG00565,1.9,32990.36,5.0,59.3,4,62.0,,15317.0,0.145,17.0,0.307,1483.0
VYG00566,1.9,28430.8,4.0,71.4,13,158.0,0.066,17425.0,0.174,21.0,0.71,1414.0
VYG00567,1.3,43875.33,5.0,42.8,13,124.0,0.024,11958.0,0.364,23.0,0.808,677.0
VYG00568,1.9,40500.55,3.0,85.7,11,137.0,0.092,16505.0,0.415,19.0,0.966,1802.0
VYG00569,2.2,39388.17,1.0,73.8,18,104.0,0.108,16421.0,0.152,17.0,0.766,1519.0
VYG00570,1.9,47118.16,1.0,83.3,18,122.0,,18523.0,0.571,20.0,0.392,2073.0
VYG00571,12.0,7690.95,3.0,7.0,6,1.0,0.453,10536.0,0.339,3.0,0.826,855.0
VYG00572,11.0,9158.4,3.0,,5,6.0,0.199,7170.0,0.493,6.0,0.907,1225.0
VYG00573,15.5,11443.76,1.0,11.4,6,5.0,0.507,13029.0,unknown,1.0,0.574,464.0
VYG00574,12.6,10151.39,2.0,8.9,9,7.0,0.385,8405.0,0.524,2.0,0.7,1160.0
VYG00575,15.1,10674.6,3.0,6.8,5,4.0,0.537,12337.0,0.503,2.0,0.5,516.0
VYG00576,14.3,7470.86,3.0,,7,6.0,0.321,10760.0,0.57,3.0,0.923,779.0
VYG00577,15.2,18190.29,1.0,8.9,10,4.0,0.316,10733.0,0.247,2.0,,580.0
VYG00578,16.0,10040.81,4.0,,6,8.0,0.7,5069.0,0.224,3.0,0.753,600.0
VYG00579,10.3,5850.6,3.0,,7,4.0,0.361,14740.0,0.645,3.0,0.881,443.0
VYG00580,13.2,,3.0,6.9,8,10.0,0.383,13556.0,0.504,3.0,0.5,137.0
VYG00581,16.8,8139.97,2.0,3.3,6,0.0,0.188,13716.0,0.726,2.0,0.662,1081.0
VYG00582,,11221.68,4.0,,6,2.0,0.331,8688.0,0.597,4.0,0.859,1115.0
VYG00583,7.4,19325.02,1.0,4.4,6,4.0,0.429,14684.0,0.434,2.0,0.904,944.0
VYG00584,12.1,8044.48,1.0,,9,0.0,0.265,12273.0,0.54,2.0,0.688,905.0
VYG00585,11.6,8908.14,4.0,,5,4.0,0.412,12219.0,0.809,3.0,0.576,1080.0
VYG00586,13.5,9192.45,1.0,,8,8.0,0.53,5025.0,0.521,2.0,0.586,881.0
VYG00587,20.8,6599.84,3.0,,1,4.0,0.47,7844.0,0.585,3.0,0.791,
VYG00588,12.1,17013.41,2.0,,9,2.0,0.438,4874.0,0.807,3.0,0.863,1087.0
VYG00589,10.5,8570.49,3.0,,1,7.0,0.223,9216.0,0.516,4.0,0.889,429.0
VYG00590,9.5,9315.04,3.0,12.9,6,2.0,0.652,11217.0,0.654,1.0,0.717,661.0
VYG00591,13.4,13629.92,2.0,,3,4.0,0.526,9441.0,0.572,,0.539,1112.0
VYG00592,12.4,10297.23,3.0,7.8,3,3.0,0.249,3429.0,0.459,2.0,0.78,1156.0
VYG00593,13.2,5497.66,3.0,12.2,3,6.0,0.419,13416.0,0.463,2.0,0.625,360.0
VYG00594,15.6,11413.25,1.0,12.4,7,14.0,0.459,12112.0,0.647,,0.878,763.0
VYG00595,13.3,11229.48,3.0,3.8,2,6.0,0.242,9822.0,0.751,1.0,0.914,832.0
VYG00596,17.4,11057.12,4.0,,1,,0.487,10365.0,0.654,2.0,0.652,667.0
VYG00597,12.4,9799.37,3.0,11.6,6,3.0,0.46,3947.0,0.664,5.0,0.914,359.0
VYG00598,16.4,6436.41,4.0,13.6,10,5.0,0.13,8419.0,0.735,2.0,0.859,387.0
VYG00599,14.9,12401.5,2.0,4.4,9,9.0,0.473,12288.0,0.662,2.0,0.5,994.0
VYG00600,16.1,11763.0,3.0,8.8,10,7.0,0.382,9576.0,0.572,4.0,0.897,1960.0
VYG00601,12.9,11451.59,1.0,5.6,1,6.0,0.409,11597.0,0.572,2.0,0.847,1027.0
VYG00602,20.2,6783.93,3.0,5.5,7,5.0,0.314,7107.0,0.609,4.0,0.602,1505.0
VYG00603,14.0,7962.93,3.0,12.3,9,4.0,0.118,5893.0,0.629,3.0,0.838,974.0
VYG00604,15.2,11816.27,3.0,,1,,0.124,9376.0,0.52,2.0,0.6,802.0
VYG00605,14.8,14021.59,2.0,10.2,5,,0.125,10841.0,0.701,3.0,0.849,774.0
VYG00606,11.6,12570.1,1.0,6.3,4,5.0,0.458,8870.0,0.686,1.0,0.827,1161.0
VYG00607,12.2,6818.23,3.0,,7,6.0,0.238,13374.0,0.81,4.0,0.5,433.0
VYG00608,14.2,12066.02,3.0,,5,10.0,0.456,8906.0,0.559,2.0,0.753,496.0
VYG00609,7.8,5758.93,3.0,7.1,2,10.0,0.559,12416.0,0.558,3.0,0.5,90.0
VYG00610,18.8,,1.0,10.7,10,4.0,0.398,8521.0,0.666,4.0,,617.0
VYG00611,12.7,7169.99,3.0,,9,3.0,0.389,11705.0,0.538,4.0,0.567,653.0
VYG00612,8.6,11801.75,4.0,9.7,1,3.0,0.16,7459.0,0.61,4.0,0.573,996.0
VYG00613,14.4,11153.92,2.0,,9,3.0,0.616,7653.0,0.571,3.0,0.903,1395.0
VYG00614,16.5,5906.29,1.0,12.8,5,5.0,0.215,14063.0,0.804,3.0,0.874,1014.0
VYG00615,12.3,12858.4,3.0,5.8,10,2.0,0.57,4299.0,0.458,3.0,0.911,872.0
VYG00616,15.1,15564.93,1.0,10.7,9,4.0,0.561,11822.0,0.306,2.0,0.91,997.0
VYG00617,13.5,7243.16,4.0,5.1,9,7.0,0.659,7880.0,0.312,1.0,0.697,565.0
VYG00618,10.6,11464.65,2.0,8.7,4,9.0,0.525,9204.0,0.476,4.0,0.584,1084.0
VYG00619,15.9,14658.72,2.0,,3,1.0,0.7,13962.0,0.362,3.0,0.638,795.0
VYG00620,12.5,10753.1,2.0,,4,,0.124,12603.0,0.451,3.0,0.5,1201.0
VYG00621,12.8,11249.03,2.0,12.2,9,5.0,0.288,11378.0,0.682,2.0,0.778,986.0
VYG00622,16.9,6297.69,3.0,,2,7.0,0.276,7725.0,0.696,4.0,,1097.0
VYG00623,13.8,9392.34,4.0,8.1,6,10.0,0.29,18958.0,0.894,2.0,0.759,1242.0
VYG00624,8.9,7371.22,2.0,7.3,2,1.0,0.491,8877.0,0.349,2.0,0.886,1869.0
VYG00625,13.0,12714.5,,7.3,9,0.0,0.231,8520.0,0.363,1.0,0.599,1234.0
VYG00626,12.3,5215.9,2.0,,4,5.0,0.513,8677.0,0.568,1.0,0.514,1077.0
VYG00627,12.5,8682.3,2.0,4.2,5,6.0,0.182,10240.0,0.345,3.0,0.669,948.0
VYG00628,11.7,6841.07,3.0,13.4,7,4.0,0.195,8110.0,0.493,3.0,0.677,510.0
VYG00629,14.7,15681.49,5.0,13.3,8,5.0,0.187,4258.0,0.43,1.0,0.652,595.0
VYG00630,14.6,10844.94,4.0,,8,2.0,0.375,8765.0,0.225,3.0,0.752,1252.0
VYG00631,14.3,7872.62,1.0,,10,6.0,0.42,8743.0,0.444,4.0,0.869,871.0
VYG00632,16.2,8789.15,3.0,4.3,2,2.0,0.257,6463.0,0.713,2.0,0.559,855.0
VYG00633,11.2,5858.31,4.0,11.6,9,7.0,0.311,11752.0,0.656,2.0,0.848,565.0
VYG00634,11.7,11579.98,2.0,,8,1.0,0.694,6713.0,0.663,3.0,0.724,975.0
VYG00635,12.4,7614.19,3.0,,5,6.0,0.282,7732.0,0.673,1.0,0.849,684.0
VYG00636,14.2,7831.98,4.0,7.1,6,10.0,0.445,6557.0,0.482,5.0,0.5,595.0
VYG00637,16.1,21107.7,4.0,12.2,6,1.0,0.439,10151.0,0.353,3.0,0.55,1625.0
VYG00638,18.7,9627.39,3.0,,8,8.0,0.482,5950.0,0.422,1.0,0.786,956.0
VYG00639,15.0,,2.0,10.4,8,1.0,0.274,7119.0,0.513,2.0,0.859,915.0
VYG00640,10.6,14764.84,2.0,5.3,9,4.0,0.437,9117.0,0.32,2.0,0.888,448.0
VYG00641,12.6,9581.01,3.0,7.6,4,2.0,0.7,8482.0,0.27,3.0,0.868,1189.0
VYG00642,8.6,18383.27,3.0,8.6,3,5.0,0.312,8407.0,0.354,3.0,0.958,614.0
VYG00643,20.3,10307.76,4.0,,5,5.0,0.453,11054.0,0.559,3.0,0.745,1164.0
VYG00644,17.2,9008.03,2.0,,5,5.0,0.121,12642.0,0.565,3.0,0.5,1069.0
VYG00645,53.3,384398.34,4.0,3.7,6,3.0,0.443,178753.0,0.436,3.0,0.794,1086.0
VYG00646,10.9,9849.8,2.0,,3,4.0,0.5,5726.0,0.599,1.0,0.656,527.0
VYG00647,10.2,16299.4,2.0,3.6,5,5.0,0.357,4952.0,0.556,3.0,0.819,1184.0
VYG00648,8.3,6788.46,2.0,8.4,7,7.0,0.402,14419.0,missing,1.0,,960.0
VYG00649,8.0,14084.27,4.0,10.3,1,4.0,0.7,6388.0,0.563,3.0,0.898,496.0
VYG00650,12.3,4968.67,3.0,9.0,5,6.0,0.415,13615.0,0.618,3.0,0.876,751.0
VYG00651,10.5,7687.62,4.0,13.9,4,5.0,0.609,6249.0,0.481,2.0,0.851,1357.0
VYG00652,12.6,11971.57,4.0,4.5,1,2.0,0.7,8313.0,0.644,1.0,0.653,224.0
VYG00653,11.6,9866.46,2.0,5.4,13,7.0,0.429,9304.0,0.559,2.0,0.877,306.0
VYG00654,12.1,,4.0,7.7,7,0.0,0.248,15556.0,0.559,2.0,0.618,628.0
VYG00655,16.9,7667.09,1.0,6.5,7,8.0,0.664,6055.0,0.508,3.0,0.574,1171.0
VYG00656,14.8,10862.49,1.0,9.1,11,3.0,0.535,8361.0,0.776,3.0,0.722,1598.0
VYG00657,11.5,12693.28,4.0,8.5,4,2.0,0.284,10721.0,0.594,4.0,0.568,753.0
VYG00658,12.1,6584.35,2.0,2.8,2,2.0,0.7,10414.0,0.529,2.0,0.774,1022.0
VYG00659,14.4,9892.14,3.0,,2,10.0,0.464,10633.0,0.611,3.0,0.839,638.0
VYG00660,14.7,9345.71,5.0,,6,6.0,0.521,6632.0,0.43,1.0,0.724,1198.0
VYG00661,17.3,11827.07,1.0,,9,4.0,-0.362,7878.0,0.324,2.0,0.652,1220.0
VYG00662,12.2,10447.15,1.0,8.3,8,3.0,0.698,6488.0,0.532,2.0,,856.0
VYG00663,12.2,17921.56,2.0,13.5,4,3.0,0.595,5466.0,0.555,3.0,0.828,814.0
VYG00664,18.0,10944.16,3.0,3.8,3,0.0,0.287,1035.0,0.409,2.0,0.64,533.0
VYG00665,6.6,7332.08,3.0,8.3,2,3.0,0.563,8948.0,0.475,4.0,0.561,721.0
VYG00666,12.7,6730.66,4.0,14.6,4,0.0,0.7,14422.0,0.592,4.0,0.711,843.0
VYG00667,15.1,8358.86,1.0,,5,4.0,0.258,7778.0,0.856,2.0,0.837,757.0
VYG00668,10.7,4491.67,3.0,5.4,3,2.0,0.509,9039.0,0.2,1.0,0.74,1206.0
VYG00669,15.5,22138.8,3.0,6.9,3,,0.575,999999.0,0.372,2.0,0.622,880.0
VYG00670,18.8,10488.0,1.0,7.3,3,3.0,0.448,10310.0,0.759,2.0,0.566,352.0
VYG00671,13.8,6246.35,2.0,11.1,6,3.0,0.434,9796.0,0.671,3.0,0.637,1298.0
VYG00672,12.3,7538.56,3.0,,1,4.0,0.524,8453.0,0.571,5.0,0.76,1010.0
VYG00673,12.8,7951.24,1.0,,9,4.0,0.581,9955.0,0.454,2.0,0.716,1368.0
VYG00674,20.7,5803.26,4.0,,3,8.0,0.587,6054.0,0.462,2.0,0.866,991.0
VYG00675,17.1,9256.59,3.0,9.9,7,6.0,0.684,5511.0,0.474,3.0,0.652,1179.0
VYG00676,9.7,13248.77,1.0,6.6,2,6.0,0.224,10268.0,0.318,3.0,0.868,675.0
VYG00677,,7468.82,3.0,3.6,8,3.0,0.237,9485.0,0.623,,0.827,930.0
VYG00678,13.4,7465.06,2.0,,4,2.0,0.645,7315.0,0.744,2.0,0.669,1134.0
VYG00679,12.2,,3.0,6.6,9,4.0,0.298,18762.0,0.79,4.0,0.643,464.0
VYG00680,7.9,5405.57,2.0,9.2,4,3.0,0.529,5822.0,0.547,3.0,0.829,657.0
VYG00681,16.8,10888.34,2.0,,6,9.0,0.506,10197.0,0.673,3.0,0.841,721.0
VYG00682,15.2,7294.87,1.0,8.2,5,6.0,0.314,13165.0,0.728,1.0,,554.0
VYG00683,10.9,8534.33,1.0,6.6,6,9.0,0.7,4485.0,0.727,1.0,0.805,941.0
VYG00684,10.9,10260.08,2.0,7.9,5,7.0,0.406,9831.0,0.62,,0.853,1019.0
VYG00685,18.5,12958.54,1.0,11.7,6,4.0,0.7,11746.0,0.607,4.0,0.5,1290.0
VYG00686,14.0,19636.9,3.0,10.3,5,5.0,0.302,11246.0,0.745,2.0,0.669,90.0
VYG00687,20.7,7675.26,4.0,,8,2.0,0.296,10773.0,0.664,3.0,0.863,761.0
VYG00688,12.0,9968.27,4.0,,4,5.0,0.31,14567.0,0.22,1.0,0.826,1019.0
VYG00689,21.7,6460.13,1.0,,5,3.0,0.153,14728.0,0.582,2.0,0.918,713.0
VYG00690,15.0,9999.39,2.0,5.8,4,5.0,0.481,9306.0,0.685,1.0,0.567,898.0
VYG00691,15.2,6111.9,2.0,4.7,3,0.0,0.483,6233.0,0.458,2.0,0.5,957.0
VYG00692,13.4,6133.86,4.0,1.4,5,0.0,0.444,5109.0,0.308,3.0,0.728,988.0
VYG00693,9.3,13178.38,4.0,10.3,7,5.0,0.437,13334.0,0.506,4.0,0.871,
VYG00694,10.8,,2.0,15.1,5,2.0,0.627,12354.0,0.486,1.0,0.716,788.0
VYG00695,7.5,5891.82,1.0,6.3,6,1.0,0.487,8753.0,0.493,2.0,0.754,367.0
VYG00696,15.4,14693.03,2.0,,3,1.0,0.595,8222.0,0.668,2.0,0.698,878.0
VYG00697,7.2,10505.03,1.0,9.3,7,2.0,0.086,15045.0,0.856,1.0,0.648,425.0
VYG00698,16.8,18952.42,4.0,5.6,2,6.0,0.582,9287.0,0.626,3.0,0.647,250.0
VYG00699,11.9,7578.28,3.0,,5,0.0,0.444,12245.0,0.696,4.0,0.945,1226.0
VYG00700,15.8,18819.68,4.0,8.7,3,0.0,0.404,8448.0,0.453,4.0,0.5,818.0
VYG00701,15.6,8909.54,999.0,8.8,3,4.0,0.12,10115.0,0.543,5.0,0.817,720.0
VYG00702,16.2,12265.29,1.0,7.7,8,9.0,0.324,10005.0,0.407,3.0,0.681,1366.0
VYG00703,14.3,11837.19,1.0,12.0,9,,0.456,10519.0,0.644,2.0,0.597,979.0
VYG00704,19.1,5746.37,2.0,9.4,5,12.0,0.619,5014.0,0.476,2.0,0.892,1060.0
VYG00705,12.0,6764.86,1.0,,4,,0.468,10557.0,0.646,2.0,0.5,941.0
VYG00706,13.3,9730.07,3.0,,3,6.0,0.655,11869.0,0.631,4.0,0.677,807.0
VYG00707,18.0,9161.24,3.0,16.6,6,15.0,0.243,3770.0,0.336,5.0,0.653,1293.0
VYG00708,13.6,8541.77,3.0,,1,4.0,0.601,4698.0,0.526,4.0,0.835,907.0
VYG00709,15.5,15481.36,4.0,,5,-6.0,0.463,13081.0,0.384,1.0,0.575,829.0
VYG00710,10.2,8779.65,4.0,,5,6.0,0.563,10260.0,0.634,3.0,0.615,687.0
VYG00711,13.3,13402.58,2.0,9.4,6,3.0,0.667,6229.0,0.579,3.0,0.731,1209.0
VYG00712,14.1,11456.21,4.0,,4,7.0,0.457,13003.0,0.746,3.0,0.675,402.0
VYG00713,17.3,17521.21,3.0,14.0,7,2.0,0.264,5165.0,0.862,4.0,0.807,1008.0
VYG00714,17.4,13054.27,,7.7,6,8.0,0.515,7545.0,0.753,2.0,0.551,889.0
VYG00715,12.6,5479.18,4.0,,7,12.0,0.591,6712.0,0.478,3.0,0.778,975.0
VYG00716,14.1,8233.97,3.0,,8,3.0,0.219,7163.0,0.547,1.0,0.576,677.0
VYG00717,16.8,3784.82,2.0,9.5,2,1.0,0.636,5598.0,0.553,2.0,0.827,720.0
VYG00718,14.4,7324.14,3.0,5.5,6,3.0,0.61,9426.0,0.65,2.0,0.957,1155.0
VYG00719,11.9,13892.2,2.0,,1,6.0,0.508,9506.0,0.481,4.0,0.901,1048.0
VYG00720,12.0,15184.57,2.0,5.4,4,0.0,0.685,9130.0,0.606,2.0,0.5,706.0
VYG00721,9.0,13823.28,1.0,6.4,4,5.0,0.495,4495.0,0.68,2.0,0.96,824.0
VYG00722,19.3,12883.45,2.0,12.7,4,8.0,0.667,9513.0,0.286,2.0,0.669,1635.0
VYG00723,14.2,14484.65,2.0,,12,1.0,0.239,7427.0,0.289,4.0,0.697,594.0
VYG00724,13.4,5701.32,3.0,9.8,5,3.0,0.372,9175.0,0.556,2.0,0.967,1006.0
VYG00725,8.2,7410.99,3.0,6.4,5,6.0,0.602,10277.0,0.601,2.0,0.823,814.0
VYG00726,14.3,22169.95,1.0,,6,2.0,0.274,9025.0,0.268,2.0,0.784,1044.0
VYG00727,11.5,8745.86,3.0,10.1,5,6.0,0.659,14208.0,0.53,1.0,0.585,727.0
VYG00728,9.8,10484.0,1.0,8.4,6,4.0,0.46,9359.0,0.445,3.0,0.808,1226.0
VYG00729,15.4,8719.79,1.0,,3,1.0,0.316,4344.0,0.497,2.0,0.646,860.0
VYG00730,16.5,,4.0,,5,5.0,0.7,6118.0,0.522,3.0,0.581,1204.0
VYG00731,11.9,9149.16,1.0,,10,4.0,0.631,7163.0,0.284,2.0,0.895,965.0
VYG00732,16.5,13307.05,3.0,,4,1.0,0.523,7505.0,0.443,2.0,0.566,662.0
VYG00733,14.8,10775.16,3.0,,9,4.0,0.662,12009.0,0.587,4.0,0.67,880.0
VYG00734,16.7,,2.0,6.3,1,4.0,0.394,4862.0,0.529,3.0,0.796,499.0
VYG00735,11.8,10718.03,1.0,11.7,3,10.0,0.192,16156.0,0.469,2.0,0.884,1648.0
VYG00736,11.3,10150.72,1.0,,7,1.0,0.547,6927.0,0.347,1.0,0.919,1028.0
VYG00737,48.4,496263.81,3.0,7.0,4,8.0,0.493,122159.0,0.55,1.0,0.634,1053.0
VYG00738,12.2,5457.82,1.0,4.1,2,6.0,0.38,10077.0,0.485,3.0,0.742,725.0
VYG00739,19.5,8760.78,3.0,6.7,6,11.0,0.407,1000.0,0.415,4.0,0.833,974.0
VYG00740,12.5,23543.83,4.0,,3,8.0,0.382,8531.0,0.62,2.0,0.721,334.0
VYG00741,13.4,15067.95,1.0,,8,2.0,0.571,9389.0,0.506,3.0,0.784,688.0
VYG00742,12.6,9854.91,3.0,7.8,6,3.0,0.158,8845.0,0.436,2.0,0.544,665.0
VYG00743,13.0,7152.69,2.0,6.8,8,10.0,0.383,11341.0,0.83,3.0,0.934,1432.0
VYG00744,8.1,6769.45,2.0,3.0,5,1.0,0.418,9746.0,0.712,3.0,0.662,
VYG00745,10.6,11921.33,1.0,13.2,6,4.0,0.659,2674.0,0.722,4.0,0.858,
VYG00746,19.0,8884.76,3.0,6.9,8,4.0,0.69,10841.0,0.464,2.0,0.872,425.0
VYG00747,12.7,8747.78,,9.0,6,5.0,0.164,10202.0,0.524,3.0,0.698,1278.0
VYG00748,9.2,8762.87,3.0,11.5,5,5.0,0.7,7405.0,0.872,3.0,0.5,748.0
VYG00749,16.3,,4.0,2.3,6,6.0,0.409,12621.0,0.544,2.0,0.7,1510.0
VYG00750,8.8,7525.88,2.0,7.6,4,4.0,0.41,6462.0,0.607,2.0,0.779,1304.0
VYG00751,13.4,14779.32,4.0,,7,2.0,0.463,8878.0,0.823,4.0,0.892,686.0
VYG00752,11.8,8457.51,,10.2,10,0.0,0.597,5389.0,0.658,3.0,0.5,627.0
VYG00753,20.2,8991.81,2.0,10.9,13,2.0,0.364,13154.0,0.688,3.0,0.957,1503.0
VYG00754,13.1,8646.18,2.0,9.8,10,2.0,0.639,9665.0,0.579,1.0,0.62,903.0
VYG00755,14.5,10594.24,3.0,-5.7,2,5.0,0.31,8927.0,0.533,3.0,0.757,1055.0
VYG00756,11.6,15371.79,2.0,6.6,2,8.0,0.591,10030.0,0.692,2.0,0.5,1445.0
VYG00757,8.8,5899.07,4.0,11.3,2,4.0,0.339,14607.0,0.2,,0.865,1269.0
VYG00758,16.9,6119.74,2.0,,4,7.0,0.56,5768.0,0.569,2.0,0.777,946.0
VYG00759,15.0,6402.47,4.0,2.2,7,5.0,0.162,14743.0,0.512,4.0,0.5,883.0
VYG00760,12.2,21671.04,2.0,,4,6.0,0.412,11051.0,0.385,4.0,0.623,1117.0
VYG00761,14.2,8180.32,3.0,,1,3.0,0.582,11326.0,0.367,,0.652,1399.0
VYG00762,10.0,11090.43,4.0,9.3,2,3.0,0.306,5970.0,0.618,3.0,0.797,1153.0
VYG00763,14.1,8640.05,2.0,6.0,5,8.0,0.607,16363.0,0.331,2.0,0.862,643.0
VYG00764,13.5,5533.36,3.0,,8,3.0,0.305,9700.0,0.588,1.0,0.5,1447.0
VYG00765,13.6,6516.33,1.0,,2,,0.031,16825.0,0.331,3.0,0.672,1212.0
VYG00766,,8419.9,1.0,,8,5.0,0.557,10276.0,0.427,2.0,0.66,520.0
VYG00767,13.9,9250.41,5.0,,4,4.0,0.627,5428.0,0.361,4.0,0.671,1549.0
VYG00768,,13389.88,3.0,7.0,7,2.0,0.461,10749.0,0.546,1.0,0.819,222.0
VYG00769,14.4,6559.53,2.0,8.2,3,4.0,0.593,10938.0,0.703,2.0,0.866,747.0
VYG00770,15.3,7290.6,2.0,,5,5.0,0.391,11985.0,0.285,3.0,0.743,1077.0
VYG00771,14.0,14898.52,2.0,,5,5.0,0.119,7525.0,0.427,4.0,0.721,1098.0
VYG00772,14.2,15743.01,5.0,,5,10.0,0.44,8931.0,0.59,2.0,,1419.0
VYG00773,14.8,7630.57,3.0,,2,7.0,0.395,4675.0,0.2,2.0,0.686,808.0
VYG00774,14.0,23041.13,2.0,8.2,10,4.0,0.149,13619.0,0.584,4.0,0.5,1487.0
VYG00775,14.1,10726.5,4.0,,1,2.0,0.413,9972.0,0.801,2.0,0.5,1317.0
VYG00776,16.3,7502.17,3.0,,2,8.0,0.101,10175.0,0.405,2.0,0.5,1338.0
VYG00777,20.0,10698.98,4.0,9.8,9,1.0,0.607,14364.0,0.587,2.0,0.785,1327.0
VYG00778,12.2,6177.09,5.0,4.1,8,3.0,0.269,8391.0,0.2,2.0,0.666,1078.0
VYG00779,16.7,9584.32,3.0,,5,3.0,0.7,8141.0,0.416,4.0,,815.0
VYG00780,16.2,12746.55,1.0,,2,9.0,0.427,9102.0,0.654,2.0,0.723,981.0
VYG00781,18.8,21061.68,3.0,8.5,8,9.0,0.326,9684.0,0.604,3.0,0.661,860.0
VYG00782,6.6,4273.13,1.0,7.8,9,1.0,0.181,8474.0,0.722,1.0,0.5,1210.0
VYG00783,16.2,15963.52,1.0,10.0,5,3.0,0.515,11405.0,0.623,3.0,0.55,1158.0
VYG00784,13.1,10654.32,,,3,7.0,0.323,9143.0,0.2,2.0,,1168.0
VYG00785,15.7,6108.63,2.0,12.5,8,5.0,0.572,7860.0,0.811,2.0,0.725,384.0
